Factory Name,Factory Type,the_geom,points_id,location_name,input_address,match_address,latitude,longitude,major_basin_name,minor_basin_name,string_id,bws_score,bws_cat,bws_label,bwd_score,bwd_cat,bwd_label,cfr_score,cfr_cat,cfr_label,drr_score,drr_cat,drr_label
"Song Hong Garment JSC - Nghia Hung Branch: Factory 15,16,17,18",FINISHED GOODS,0101000020E610000082AD122C0E8B5A403563D17476723440,58,"Song Hong Garment JSC - Nghia Hung Branch: Factory 15,16,17,18",_,-,20.44712,106.17274,Hong (Red River),Delta,436810-VNM.40_1-1882,1.431227899,1,Low - Medium (10-20%),0.765869105,0,Low (<5%),4.035185706,4,"Extremely High (more than 2 in 1,000)",3.315876613,3,Medium - High (0.6-0.8)
Maxturn Apparel Company Limited,FINISHED GOODS,0101000020E610000043554CA59F8B5A4097ADF54542233540,59,Maxturn Apparel Company Limited,_,-,21.13773,106.181619,Hong (Red River),Cau,436708-VNM.5_1-1882,2.805803426,2,Medium - High (20-40%),1.407256582,1,Low - Medium (5-25%),4.010633967,4,"Extremely High (more than 2 in 1,000)",3.189063374,3,Medium - High (0.6-0.8)
"TMVN MANUFACTURING CO.,LTD.",FINISHED GOODS,0101000020E610000017D9CEF7538B5A4002BC0512146F3440,60,"TMVN MANUFACTURING CO.,LTD.",_,-,20.4339,106.177,Hong (Red River),Delta,436810-VNM.40_1-1882,1.431227899,1,Low - Medium (10-20%),0.765869105,0,Low (<5%),4.035185706,4,"Extremely High (more than 2 in 1,000)",3.315876613,3,Medium - High (0.6-0.8)
Business Location of MDK Embroideries Garments Company Limited - Binh Chanh Factory,FINISHED GOODS,0101000020E6100000FE0E45813EA55A40A9BC1DE1B4502540,61,Business Location of MDK Embroideries Garments Company Limited - Binh Chanh Factory,_,-,10.65763,106.58194,"Viet Nam, Coast",Saigon,441060-VNM.25_1-2021,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)
Gold Long John (Vietnam 2nd location),FINISHED GOODS - COMPONENTS,0101000020E6100000E6AE25E483BA5A409B012EC896752540,62,Gold Long John (Vietnam 2nd location),_,-,10.729666,106.9143,"Viet Nam, Coast",Vietnam Coast 6,441059-VNM.17_1-2021,1.054499597,1,Low - Medium (10-20%),0.670249605,0,Low (<5%),4.000495029,4,"Extremely High (more than 2 in 1,000)",2.810883013,2,Medium (0.4-0.6)
LEADING STAR THANH HOA GARMENT COMPANY LIMITED,FINISHED GOODS,0101000020E61000009CA223B9FC755A406F8104C58F193440,63,LEADING STAR THANH HOA GARMENT COMPANY LIMITED,_,-,20.09985,105.84355,"Viet Nam, Coast",Song Ma,436900-VNM.57_1-1626,1.431227899,1,Low - Medium (10-20%),0.765869105,0,Low (<5%),4.040222523,4,"Extremely High (more than 2 in 1,000)",3.469697061,3,Medium - High (0.6-0.8)
"H&L APPAREL(VIETNAM) CO.,LTD",FINISHED GOODS,0101000020E61000000C1F115322A95A40E353008C67302640,64,"H&L APPAREL(VIETNAM) CO.,LTD",_,-,11.09454,106.64272,"Viet Nam, Coast",Saigon,441060-VNM.9_1-2008,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)
OUTLOOK INTERNATIONAL GROUP (VIETNAM) COMPANY LIMITED,FINISHED GOODS,0101000020E6100000E9F2E670AD795A40C58CF0F6206C3540,65,OUTLOOK INTERNATIONAL GROUP (VIETNAM) COMPANY LIMITED,_,-,21.422378,105.901211,Hong (Red River),Cau,436708-VNM.56_1-1626,2.805803426,2,Medium - High (20-40%),1.407256582,1,Low - Medium (5-25%),4.010633967,4,"Extremely High (more than 2 in 1,000)",3.189063374,3,Medium - High (0.6-0.8)
"MANUFACTURE OF ARTISTIC BELT & ACCESSORIES CO., LTD.",FINISHED GOODS,0101000020E6100000B37BF2B050AD5A40A2EE0390DA642640,66,"MANUFACTURE OF ARTISTIC BELT & ACCESSORIES CO., LTD.",_,-,11.19698,106.70805,"Viet Nam, Coast",Saigon,441060-VNM.9_1-2008,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)
"Regina Miracle International Vietnam Co., Ltd",FINISHED GOODS,0101000020E6100000BD00FBE8D4A95A400E677E3507E03440,67,"Regina Miracle International Vietnam Co., Ltd",_,-,20.87511,106.65362,Hong (Red River),Cau,436707-VNM.23_1-1882,1.888423765,1,Low - Medium (10-20%),1.025047202,1,Low - Medium (5-25%),4.014458347,4,"Extremely High (more than 2 in 1,000)",2.543822176,2,Medium (0.4-0.6)
"Worldon Vietnam Co., Ltd. (Flyknit)",FINISHED GOODS - COMPONENTS,0101000020E61000008D25AC8DB1A75A4084BC1E4C8AEF2540,68,"Worldon Vietnam Co., Ltd. (Flyknit)",_,-,10.967852,106.620212,"Viet Nam, Coast",Saigon,441060-VNM.25_1-2021,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)
"ECLAT TEXTILE CO., LTD. (VIETNAM)",FINISHED GOODS,0101000020E61000009E5E29CB10BB5A408AABCABE2B722540,69,"ECLAT TEXTILE CO., LTD. (VIETNAM)",_,-,10.72299,106.9229,"Viet Nam, Coast",Vietnam Coast 6,441059-VNM.17_1-2021,1.054499597,1,Low - Medium (10-20%),0.670249605,0,Low (<5%),4.000495029,4,"Extremely High (more than 2 in 1,000)",2.810883013,2,Medium (0.4-0.6)
"Acode Sporting Goods Co., Ltd.",FINISHED GOODS,0101000020E6100000BCEA01F390AE5A4076A6D0798D1D2640,70,"Acode Sporting Goods Co., Ltd.",_,-,11.05772,106.727597,"Viet Nam, Coast",Song Be Delta,441060-VNM.9_1-2008,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)
"Delta Galil Vietnam Co., Ltd",FINISHED GOODS,0101000020E61000009B559FABAD445B406744696FF0052C40,71,"Delta Galil Vietnam Co., Ltd",_,-,14.0116,109.0731,"Viet Nam, Coast",Song Ha Giao,441057-VNM.8_1-1882,2.496531825,2,Medium - High (20-40%),1.160316577,1,Low - Medium (5-25%),2.254449742,2,"Medium - High (7 in 100,000 to 3 in 10,000)",2.604049134,2,Medium (0.4-0.6)
"MDK Embroideries Garments Co., Ltd",FINISHED GOODS,0101000020E6100000E5F21FD26FA75A400ABFD4CF9BBA2540,72,"MDK Embroideries Garments Co., Ltd",_,-,10.86447,106.6162,"Viet Nam, Coast",Saigon,441060-VNM.25_1-2021,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)
"SIGMA VIETNAM INDUSTRIAL CO.,LTD",FINISHED GOODS,0101000020E6100000D200DE02099A5A4065C746205E972440,73,"SIGMA VIETNAM INDUSTRIAL CO.,LTD",_,-,10.29564,106.4068,Mekong,Delta,441090-VNM.6_1-2021,1.864040593,1,Low - Medium (10-20%),1.029894649,1,Low - Medium (5-25%),4.031216344,4,"Extremely High (more than 2 in 1,000)",3.842421362,3,Medium - High (0.6-0.8)
"Colltex Garment Mfy Co., Ltd.(VN)",FINISHED GOODS,0101000020E6100000D2393FC571985A40041F8315A70A2640,74,"Colltex Garment Mfy Co., Ltd.(VN)",_,-,11.020806,106.381944,"Viet Nam, Coast",Saigon,441080-VNM.53_1-2021,4.452659764,4,Extremely High (>80%),2.513910154,2,Medium - High (25-50%),2.561941643,2,"Medium - High (7 in 100,000 to 3 in 10,000)",3.371990261,3,Medium - High (0.6-0.8)
"Vung Tau Orient Co., Ltd",FINISHED GOODS,0101000020E6100000BDFBE3BD6AC75A40B7D5AC33BECF2440,75,"Vung Tau Orient Co., Ltd",_,-,10.405748,107.11589,"Viet Nam, Coast",Vietnam Coast 6,441059-VNM.7_1-None,1.054499597,1,Low - Medium (10-20%),0.670249605,0,Low (<5%),4.000495029,4,"Extremely High (more than 2 in 1,000)",2.810883013,2,Medium (0.4-0.6)
VIETNAM CHINGLUH SHOES CO. Ltd.,FINISHED GOODS,0101000020E6100000C520B072689F5A40018750A5663F2540,76,VIETNAM CHINGLUH SHOES CO. Ltd.,_,-,10.62383,106.49075,"Viet Nam, Coast",Saigon,441080-VNM.39_1-2021,4.452659764,4,Extremely High (>80%),2.513910154,2,Medium - High (25-50%),2.561941643,2,"Medium - High (7 in 100,000 to 3 in 10,000)",3.371990261,3,Medium - High (0.6-0.8)
"Vietnam Chingluh Shoes Co., Ltd - Vinh Long Branch",FINISHED GOODS,0101000020E6100000033E3F8C10755A40F3565D876A122440,77,"Vietnam Chingluh Shoes Co., Ltd - Vinh Long Branch",_,-,10.035969,105.829135,Mekong,Delta,442100-VNM.61_1-2021,1.864040593,1,Low - Medium (10-20%),1.029894649,1,Low - Medium (5-25%),1.808037565,1,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",3.859483479,3,Medium - High (0.6-0.8)
CHANG SHIN DONG NAI COMPANY LTD,FINISHED GOODS,0101000020E6100000C66D3480B7D05A40DE718A8EE4522640,78,CHANG SHIN DONG NAI COMPANY LTD,_,-,11.1619,107.2612,"Viet Nam, Coast",Lagna Da Rgna,441060-VNM.17_1-1626,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)
KUO YUEN (VIETNAM) TAY NINH,MATERIALS,0101000020E6100000B56CAD2F12945A40409BE2925F0C2640,79,KUO YUEN (VIETNAM) TAY NINH,_,-,11.02416667,106.31361,"Viet Nam, Coast",Saigon,441080-VNM.53_1-2021,4.452659764,4,Extremely High (>80%),2.513910154,2,Medium - High (25-50%),2.561941643,2,"Medium - High (7 in 100,000 to 3 in 10,000)",3.371990261,3,Medium - High (0.6-0.8)
HUA FENG (VIETNAM),MATERIALS,0101000020E6100000E9263108ACBC5A40F5B9DA8AFD652540,80,HUA FENG (VIETNAM),_,-,10.6992,106.948,"Viet Nam, Coast",Vietnam Coast 6,441059-VNM.17_1-2021,1.054499597,1,Low - Medium (10-20%),0.670249605,0,Low (<5%),4.000495029,4,"Extremely High (more than 2 in 1,000)",2.810883013,2,Medium (0.4-0.6)
WILSON (VIETNAM) LTD,FINISHED GOODS - COMPONENTS,0101000020E6100000AC90F2936A945A40E9633E20D0092640,81,WILSON (VIETNAM) LTD,_,-,11.019166,106.319005,"Viet Nam, Coast",Saigon,441080-VNM.53_1-2021,4.452659764,4,Extremely High (>80%),2.513910154,2,Medium - High (25-50%),2.561941643,2,"Medium - High (7 in 100,000 to 3 in 10,000)",3.371990261,3,Medium - High (0.6-0.8)
"CAN SPORTS VIETNAM CO., LTD",FINISHED GOODS,0101000020E6100000CFF753E3A5915A40F2EF332E1CB82640,82,"CAN SPORTS VIETNAM CO., LTD",_,-,11.35959,106.27575,"Viet Nam, Coast",Saigon,441060-VNM.53_1-2021,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)
"TREMON SPORTING GOODS ENTERPRISE CO.,LTD (A STRIKER)",FINISHED GOODS,0101000020E6100000130A117008875A40CFDA6D179AAB2640,83,"TREMON SPORTING GOODS ENTERPRISE CO.,LTD (A STRIKER)",_,-,11.33516,106.10989,"Viet Nam, Coast",Saigon,441080-VNM.53_1-2021,4.452659764,4,Extremely High (>80%),2.513910154,2,Medium - High (25-50%),2.561941643,2,"Medium - High (7 in 100,000 to 3 in 10,000)",3.371990261,3,Medium - High (0.6-0.8)
DUCKSAN CO LTD (Vietnam),MATERIALS,0101000020E6100000E5F21FD26FB55A4072A774B0FE2F2640,84,DUCKSAN CO LTD (Vietnam),_,-,11.09374,106.83495,"Viet Nam, Coast",Song Be Delta,441060-VNM.9_1-2008,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)
"UNIPAX VI THANH CO., LTD.",FINISHED GOODS,0101000020E6100000F8DEDFA0BD115B40D124B1A4DC1D2C40,85,"UNIPAX VI THANH CO., LTD.",_,-,14.058324,108.277199,"Viet Nam, Coast",Ia Ayun,441058-VNM.21_1-1626,1.019449456,1,Low - Medium (10-20%),0.620524519,0,Low (<5%),1.444160201,1,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",2.387824962,2,Medium (0.4-0.6)
Far Eastern Apparel Limited Vietnam,FINISHED GOODS,0101000020E6100000672618CE35AD5A408B70935165502640,86,Far Eastern Apparel Limited Vietnam,_,-,11.157023,106.706409,"Viet Nam, Coast",Song Be Delta,441060-VNM.9_1-2008,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)
Viet Khanh Company Limited,FINISHED GOODS,0101000020E610000045BB0A293F7F5A40C8B5A1629CAF2440,87,Viet Khanh Company Limited,_,-,10.34299,105.98823,Mekong,Delta,441090-VNM.58_1-2021,1.864040593,1,Low - Medium (10-20%),1.029894649,1,Low - Medium (5-25%),4.031216344,4,"Extremely High (more than 2 in 1,000)",3.842421362,3,Medium - High (0.6-0.8)
"Song Hong Garment JSC - Song Hong 7 Branch: Factory 11,12,13,14",FINISHED GOODS,0101000020E610000014200A664C925A405BEB8B84B6303440,88,"Song Hong Garment JSC - Song Hong 7 Branch: Factory 11,12,13,14",_,-,20.190285,106.285913,Hong (Red River),Delta,436900-VNM.40_1-1882,1.431227899,1,Low - Medium (10-20%),0.765869105,0,Low (<5%),4.040222523,4,"Extremely High (more than 2 in 1,000)",3.469697061,3,Medium - High (0.6-0.8)
Vo Nhai 1 Garment Branch – TNG Investment and Trading JSC,FINISHED GOODS,0101000020E610000010AD156D8E7A5A4023A0C211A4B23540,89,Vo Nhai 1 Garment Branch – TNG Investment and Trading JSC,_,-,21.697816,105.914943,Hong (Red River),Cau,436708-VNM.56_1-1626,2.805803426,2,Medium - High (20-40%),1.407256582,1,Low - Medium (5-25%),4.010633967,4,"Extremely High (more than 2 in 1,000)",3.189063374,3,Medium - High (0.6-0.8)
"LEE BOU INTERNATIONAL BINH DUONG INT'L. CO., LTD",FINISHED GOODS - COMPONENTS,,,,,,,,,,,,,,,,,,,,,,
"BRANCH 1 OF GREENTECH HEADGEAR CO., LTD IN DONG NAI",FINISHED GOODS,0101000020E61000000AD7A3703DBA5A4055C1A8A44E702540,91,"BRANCH 1 OF GREENTECH HEADGEAR CO., LTD IN DONG NAI",_,-,10.71935,106.91,"Viet Nam, Coast",Vietnam Coast 6,441059-VNM.17_1-2021,1.054499597,1,Low - Medium (10-20%),0.670249605,0,Low (<5%),4.000495029,4,"Extremely High (more than 2 in 1,000)",2.810883013,2,Medium (0.4-0.6)
VINH TIEN GARMENT JOINT STOCK COMPANY,FINISHED GOODS,0101000020E6100000317BD976DA7C5A407B15191D90842440,92,VINH TIEN GARMENT JOINT STOCK COMPANY,_,-,10.258912,105.950834,Mekong,Delta,441090-VNM.61_1-2021,1.864040593,1,Low - Medium (10-20%),1.029894649,1,Low - Medium (5-25%),4.031216344,4,"Extremely High (more than 2 in 1,000)",3.842421362,3,Medium - High (0.6-0.8)
"CHANG SHIN VIETNAM COMPANY, LTD.",FINISHED GOODS,0101000020E61000001283C0CAA1B55A40B6F3FDD478092640,93,"CHANG SHIN VIETNAM COMPANY, LTD.",_,-,11.0185,106.838,"Viet Nam, Coast",Song Be Delta,441060-VNM.17_1-2008,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)
"Men-Chuen Viet Nam Co., Ltd. (Nhon Trach VI)",FINISHED GOODS - COMPONENTS,0101000020E6100000C7F5EFFACCBB5A40A9DDAF027C672540,94,"Men-Chuen Viet Nam Co., Ltd. (Nhon Trach VI)",_,-,10.702118,106.934386,"Viet Nam, Coast",Vietnam Coast 6,441059-VNM.17_1-2021,1.054499597,1,Low - Medium (10-20%),0.670249605,0,Low (<5%),4.000495029,4,"Extremely High (more than 2 in 1,000)",2.810883013,2,Medium (0.4-0.6)
Song Hong - Nghia Hung Garment Joint Stock Company,FINISHED GOODS,0101000020E6100000FD9FC37C798B5A4032772D211F343440,95,Song Hong - Nghia Hung Garment Joint Stock Company,_,-,20.2036,106.17929,Hong (Red River),Delta,436900-VNM.40_1-1882,1.431227899,1,Low - Medium (10-20%),0.765869105,0,Low (<5%),4.040222523,4,"Extremely High (more than 2 in 1,000)",3.469697061,3,Medium - High (0.6-0.8)
MAXPORT LIMITED VIET NAM NAM DINH BRANCH MAXPORT 05,FINISHED GOODS,0101000020E6100000F8DEDFA0BD115B40D124B1A4DC1D2C40,96,MAXPORT LIMITED VIET NAM NAM DINH BRANCH MAXPORT 05,_,-,14.058324,108.277199,"Viet Nam, Coast",Ia Ayun,441058-VNM.21_1-1626,1.019449456,1,Low - Medium (10-20%),0.620524519,0,Low (<5%),1.444160201,1,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",2.387824962,2,Medium (0.4-0.6)
"Fu-Luh Shoes Co., LTD",FINISHED GOODS,0101000020E6100000718FA50F5DAA5A402788BA0F403A2540,97,"Fu-Luh Shoes Co., LTD",_,-,10.61377,106.66193,"Viet Nam, Coast",Saigon,441080-VNM.39_1-2021,4.452659764,4,Extremely High (>80%),2.513910154,2,Medium - High (25-50%),2.561941643,2,"Medium - High (7 in 100,000 to 3 in 10,000)",3.371990261,3,Medium - High (0.6-0.8)
"CHANG SHIN VIETNAM CO., LTD",FINISHED GOODS,0101000020E610000045F0BF95ECBE5A40D8F0F44A59962540,98,"CHANG SHIN VIETNAM CO., LTD",_,-,10.79365,106.98319,"Viet Nam, Coast",Vietnam Coast 6,441059-VNM.17_1-2021,1.054499597,1,Low - Medium (10-20%),0.670249605,0,Low (<5%),4.000495029,4,"Extremely High (more than 2 in 1,000)",2.810883013,2,Medium (0.4-0.6)
"Thuan Phuong Embroideries Garments Co., Ltd - Binh Chanh Factory 2",FINISHED GOODS,0101000020E610000068CA4E3FA8A75A40B5519D0E64352540,99,"Thuan Phuong Embroideries Garments Co., Ltd - Binh Chanh Factory 2",_,-,10.604279,106.619644,"Viet Nam, Coast",Saigon,441080-VNM.39_1-2021,4.452659764,4,Extremely High (>80%),2.513910154,2,Medium - High (25-50%),2.561941643,2,"Medium - High (7 in 100,000 to 3 in 10,000)",3.371990261,3,Medium - High (0.6-0.8)
GreenTech Headgear Company Limited,FINISHED GOODS,0101000020E61000003A58FFE730CB5A40C26856B60F292540,100,GreenTech Headgear Company Limited,_,-,10.580198,107.17486,"Viet Nam, Coast",Vietnam Coast 6,441059-VNM.7_1-2021,1.054499597,1,Low - Medium (10-20%),0.670249605,0,Low (<5%),4.000495029,4,"Extremely High (more than 2 in 1,000)",2.810883013,2,Medium (0.4-0.6)
"Annora Vietnam  Footwear Co.,Ltd",FINISHED GOODS,0101000020E610000069E1B20A9B715A40F19D98F562703340,101,"Annora Vietnam  Footwear Co.,Ltd",_,-,19.43901,105.775088,"Viet Nam, Coast",Song Ca Coast,441030-VNM.57_1-1882,4.466211878,4,Extremely High (>80%),2.361467929,2,Medium - High (25-50%),4.001022334,4,"Extremely High (more than 2 in 1,000)",2.743402508,2,Medium (0.4-0.6)
TKG TAEKWANG VINA JOINT STOCK COMPANY-MY THO BRANCH,FINISHED GOODS - COMPONENTS,0101000020E6100000B6DB2E34D7955A405C5A0D897BBC2440,102,TKG TAEKWANG VINA JOINT STOCK COMPANY-MY THO BRANCH,_,-,10.36813,106.34126,Mekong,Delta,441090-VNM.58_1-2021,1.864040593,1,Low - Medium (10-20%),1.029894649,1,Low - Medium (5-25%),4.031216344,4,"Extremely High (more than 2 in 1,000)",3.842421362,3,Medium - High (0.6-0.8)
"Vietnam Golden Victory Co., Ltd.",FINISHED GOODS,0101000020E6100000779FE3A3C5875A40A67D737FF5403440,103,"Vietnam Golden Victory Co., Ltd.",_,-,20.253746,106.121438,Hong (Red River),Delta,436900-VNM.40_1-1882,1.431227899,1,Low - Medium (10-20%),0.765869105,0,Low (<5%),4.040222523,4,"Extremely High (more than 2 in 1,000)",3.469697061,3,Medium - High (0.6-0.8)
Dae Young Vina,FINISHED GOODS - COMPONENTS,0101000020E6100000904E5DF92CB15A403E05C078062D2640,104,Dae Young Vina,_,-,11.08794,106.76837,"Viet Nam, Coast",Song Be Delta,441060-VNM.9_1-2008,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)
TKG TAEKWANG VINA JOINT STOCK COMPANY,FINISHED GOODS,0101000020E6100000F8DEDFA0BD115B40D124B1A4DC1D2C40,105,TKG TAEKWANG VINA JOINT STOCK COMPANY,_,-,14.058324,108.277199,"Viet Nam, Coast",Ia Ayun,441058-VNM.21_1-1626,1.019449456,1,Low - Medium (10-20%),0.620524519,0,Low (<5%),1.444160201,1,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",2.387824962,2,Medium (0.4-0.6)
SAN FANG (TR1) (VIETNAM),MATERIALS,0101000020E6100000F1457BBC90C25A404BC8073D9B452540,106,SAN FANG (TR1) (VIETNAM),_,-,10.63595,107.040084,"Viet Nam, Coast",Vietnam Coast 6,441059-VNM.7_1-2021,1.054499597,1,Low - Medium (10-20%),0.670249605,0,Low (<5%),4.000495029,4,"Extremely High (more than 2 in 1,000)",2.810883013,2,Medium (0.4-0.6)
Viet Long Hung Garment Company Limited,FINISHED GOODS,0101000020E6100000D1967329AEAB5A402CF015DD7AC52440,107,Viet Long Hung Garment Company Limited,_,-,10.385703,106.682505,Mekong,Delta,441090-VNM.58_1-2021,1.864040593,1,Low - Medium (10-20%),1.029894649,1,Low - Medium (5-25%),4.031216344,4,"Extremely High (more than 2 in 1,000)",3.842421362,3,Medium - High (0.6-0.8)
YOU YOUNG (VIETNAM),MATERIALS,0101000020E610000017D9CEF753A35A403FE3C281901C2640,108,YOU YOUNG (VIETNAM),_,-,11.05579,106.552,"Viet Nam, Coast",Saigon,441060-VNM.9_1-2021,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)
ROLLSPORT VIETNAM FOOTWEAR LIMTED,FINISHED GOODS - COMPONENTS,0101000020E61000009F1D705D31615A4015376E313FEB3340,109,ROLLSPORT VIETNAM FOOTWEAR LIMTED,_,-,19.918933,105.518638,"Viet Nam, Coast",Nam Sam,441020-VNM.57_1-1882,2.47731425,2,Medium - High (20-40%),1.163086554,1,Low - Medium (5-25%),3.640691446,3,"High (3 in 10,000 to 2 in 1,000)",2.014489819,2,Medium (0.4-0.6)
NAM THIEN COMPANY LIMITED,FINISHED GOODS,0101000020E61000006E4C4F58E2A75A4099F56228279A2540,110,NAM THIEN COMPANY LIMITED,_,-,10.80108,106.62319,"Viet Nam, Coast",Saigon,441060-VNM.25_1-2021,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)
KWAN TAT VIET NAM INDUSTRIAL LIMITED,FINISHED GOODS,0101000020E610000085D1AC6C1FAE5A408BE1EA0088EB2540,111,KWAN TAT VIET NAM INDUSTRIAL LIMITED,_,-,10.960022,106.720668,"Viet Nam, Coast",Saigon,441060-VNM.9_1-2021,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)
Maxport Limited (Viet Nam) - Thai Binh Branch,FINISHED GOODS,0101000020E6100000D8614CFA7B905A40D68BA19C686F3440,112,Maxport Limited (Viet Nam) - Thai Binh Branch,_,-,20.43519,106.257567,Hong (Red River),Delta,436810-VNM.55_1-1882,1.431227899,1,Low - Medium (10-20%),0.765869105,0,Low (<5%),4.035185706,4,"Extremely High (more than 2 in 1,000)",3.315876613,3,Medium - High (0.6-0.8)
Tho Xuan Corporation Company Limited,FINISHED GOODS,0101000020E61000003315E29178615A40C37DE4D6A4EB3340,113,Tho Xuan Corporation Company Limited,_,-,19.920484,105.522984,"Viet Nam, Coast",Nam Sam,441020-VNM.57_1-1882,2.47731425,2,Medium - High (20-40%),1.163086554,1,Low - Medium (5-25%),3.640691446,3,"High (3 in 10,000 to 2 in 1,000)",2.014489819,2,Medium (0.4-0.6)
