Factory Name,Factory Type,the_geom,points_id,location_name,input_address,match_address,latitude,longitude,major_basin_name,minor_basin_name,string_id,bws_score,bws_cat,bws_label,bwd_score,bwd_cat,bwd_label,cfr_score,cfr_cat,cfr_label,drr_score,drr_cat,drr_label
ISA INDUSTRIAL CO LTD (VIETNAM),MATERIALS,0101000020E6100000265305A392A25A40E63FA4DFBE2E2640,114,ISA INDUSTRIAL CO LTD (VIETNAM),_,-,11.0913,106.5402,"Viet Nam, Coast",Saigon,441060-VNM.9_1-2021,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)
Haivina Hong Linh Co. Ltd,FINISHED GOODS,0101000020E610000033E197FA796D5A40273108AC1C823240,115,Haivina Hong Linh Co. Ltd,_,-,18.50825,105.71057,"Viet Nam, Coast",Delta,441040-VNM.29_1-1882,2.509358846,2,Medium - High (20-40%),1.23789438,1,Low - Medium (5-25%),4.002366466,4,"Extremely High (more than 2 in 1,000)",2.282781927,2,Medium (0.4-0.6)
GB LIGHT CO LTD (VIETNAM),MATERIALS,0101000020E6100000CCD1E3F736AB5A40F9A067B3EA332640,116,GB LIGHT CO LTD (VIETNAM),_,-,11.1014,106.67523,"Viet Nam, Coast",Song Be Delta,441060-VNM.9_1-2008,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)
Lucky Star Vietnam Garment Company Limited,FINISHED GOODS,0101000020E6100000299485AFAFAE5A40E738B709F7CA2540,117,Lucky Star Vietnam Garment Company Limited,_,-,10.896416,106.729473,"Viet Nam, Coast",Saigon,441060-VNM.9_1-2021,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)
"VIETNAM DONA ORIENT CO., LTD",FINISHED GOODS,0101000020E6100000D55C6E30D4BC5A40FA0B3D62F4F42540,118,"VIETNAM DONA ORIENT CO., LTD",_,-,10.978427,106.950451,"Viet Nam, Coast",Song Be Delta,441060-VNM.17_1-2008,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)
KUO YUEN (VIETNAM),MATERIALS,0101000020E610000080057AF27ABB5A408BDB0D47FC772540,119,KUO YUEN (VIETNAM),_,-,10.7343466,106.9293791,"Viet Nam, Coast",Vietnam Coast 6,441059-VNM.17_1-2021,1.054499597,1,Low - Medium (10-20%),0.670249605,0,Low (<5%),4.000495029,4,"Extremely High (more than 2 in 1,000)",2.810883013,2,Medium (0.4-0.6)
Rollsport Vietnam Footwear Limited,FINISHED GOODS,0101000020E6100000643F8BA548735A4062F3716DA8D83340,120,Rollsport Vietnam Footwear Limited,_,-,19.84632,105.801309,"Viet Nam, Coast",Song Ma,441020-VNM.57_1-1882,2.47731425,2,Medium - High (20-40%),1.163086554,1,Low - Medium (5-25%),3.640691446,3,"High (3 in 10,000 to 2 in 1,000)",2.014489819,2,Medium (0.4-0.6)
FORMOSA TAFFETA VIETNAM CO LTD,MATERIALS,0101000020E6100000F5F3A622159E5A400D8E9257E7382540,121,FORMOSA TAFFETA VIETNAM CO LTD,_,-,10.61114,106.47004,"Viet Nam, Coast",Saigon,441080-VNM.39_1-2021,4.452659764,4,Extremely High (>80%),2.513910154,2,Medium - High (25-50%),2.561941643,2,"Medium - High (7 in 100,000 to 3 in 10,000)",3.371990261,3,Medium - High (0.6-0.8)
"SAB Industrial (Vietnam) Co.,Ltd.",MATERIALS,0101000020E6100000D76839D043765A40D10836AE7F1B3440,122,"SAB Industrial (Vietnam) Co.,Ltd.",_,-,20.107417,105.847889,"Viet Nam, Coast",Song Ma,436900-VNM.57_1-1626,1.431227899,1,Low - Medium (10-20%),0.765869105,0,Low (<5%),4.040222523,4,"Extremely High (more than 2 in 1,000)",3.469697061,3,Medium - High (0.6-0.8)
Hua Feng Haptic Vietnam,FINISHED GOODS - COMPONENTS,0101000020E6100000F8DEDFA0BD115B40D124B1A4DC1D2C40,123,Hua Feng Haptic Vietnam,_,-,14.058324,108.277199,"Viet Nam, Coast",Ia Ayun,441058-VNM.21_1-1626,1.019449456,1,Low - Medium (10-20%),0.620524519,0,Low (<5%),1.444160201,1,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",2.387824962,2,Medium (0.4-0.6)
ORIENTAL GARMENT AN GIANG CO LTD,FINISHED GOODS,0101000020E6100000032670EB6E565A40DA722EC555E52440,124,ORIENTAL GARMENT AN GIANG CO LTD,_,-,10.44792,105.35052,Mekong,Delta,442100-VNM.1_1-2021,1.864040593,1,Low - Medium (10-20%),1.029894649,1,Low - Medium (5-25%),1.808037565,1,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",3.859483479,3,Medium - High (0.6-0.8)
TTG Co. Ltd.,FINISHED GOODS,0101000020E6100000BEDEFDF15E975A402C2B4D4A41F72440,125,TTG Co. Ltd.,_,-,10.48292,106.36517,"Viet Nam, Coast",Saigon,441080-VNM.58_1-2021,4.452659764,4,Extremely High (>80%),2.513910154,2,Medium - High (25-50%),2.561941643,2,"Medium - High (7 in 100,000 to 3 in 10,000)",3.371990261,3,Medium - High (0.6-0.8)
"Maxim Label and Packaging Vietnam Co., Ltd",MATERIALS,0101000020E6100000A30392B06FA85A40A2629CBF09DD2540,126,"Maxim Label and Packaging Vietnam Co., Ltd",_,-,10.931715,106.631817,"Viet Nam, Coast",Saigon,441060-VNM.25_1-2021,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)
"PROSPORTS FASHION (VIET NAM) CO., LTD.",FINISHED GOODS,0101000020E61000000327DBC01D915A40917D9065C1F43440,127,"PROSPORTS FASHION (VIET NAM) CO., LTD.",_,-,20.956076,106.267441,Hong (Red River),Cau,436708-VNM.22_1-1882,2.805803426,2,Medium - High (20-40%),1.407256582,1,Low - Medium (5-25%),4.010633967,4,"Extremely High (more than 2 in 1,000)",3.189063374,3,Medium - High (0.6-0.8)
EAGLE NICE VIETNAM COMPANY LIMITED,FINISHED GOODS,0101000020E610000005A4FD0FB0955A405EDA70581AC02540,128,EAGLE NICE VIETNAM COMPANY LIMITED,_,-,10.875201,106.338871,"Viet Nam, Coast",Saigon,441080-VNM.39_1-2021,4.452659764,4,Extremely High (>80%),2.513910154,2,Medium - High (25-50%),2.561941643,2,"Medium - High (7 in 100,000 to 3 in 10,000)",3.371990261,3,Medium - High (0.6-0.8)
Avery Dennison RIS Vietnam Co. Ltd.,MATERIALS,0101000020E6100000B6696CAF05AE5A4026C45C52B5452540,129,Avery Dennison RIS Vietnam Co. Ltd.,_,-,10.636149,106.719097,"Viet Nam, Coast",Saigon,441060-VNM.39_1-2021,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)
"Tremon Sporting Goods Enterprise Co.,Ltd",FINISHED GOODS,0101000020E61000006EA5D76663885A40FFB27BF2B0A02640,130,"Tremon Sporting Goods Enterprise Co.,Ltd",_,-,11.31385,106.131067,"Viet Nam, Coast",Saigon,441080-VNM.53_1-2021,4.452659764,4,Extremely High (>80%),2.513910154,2,Medium - High (25-50%),2.561941643,2,"Medium - High (7 in 100,000 to 3 in 10,000)",3.371990261,3,Medium - High (0.6-0.8)
Ha Noi Garment No. 40 Joint Stock Company,FINISHED GOODS,0101000020E61000002D95B7239C735A40624D6551D8FD3440,131,Ha Noi Garment No. 40 Joint Stock Company,_,-,20.991582,105.806405,Hong (Red River),Delta,436900-VNM.27_1-1882,1.431227899,1,Low - Medium (10-20%),0.765869105,0,Low (<5%),4.040222523,4,"Extremely High (more than 2 in 1,000)",3.469697061,3,Medium - High (0.6-0.8)
"JOY VINA FASHION CO., LTD",FINISHED GOODS,0101000020E6100000EE5C18E945825A408E91EC116ADA3440,132,"JOY VINA FASHION CO., LTD",_,-,20.853181,106.035517,Hong (Red River),Cau,436709-VNM.31_1-1882,1.431227899,1,Low - Medium (10-20%),0.765869105,0,Low (<5%),4.115968585,4,"Extremely High (more than 2 in 1,000)",3.732877828,3,Medium - High (0.6-0.8)
"PREMIER GLOBAL (VIETNAM) GARMENT FACTORY CO., LTD",FINISHED GOODS,0101000020E61000005F46B1DCD2AE5A40CE1951DA1BCC2540,133,"PREMIER GLOBAL (VIETNAM) GARMENT FACTORY CO., LTD",_,-,10.89865,106.73162,"Viet Nam, Coast",Saigon,441060-VNM.9_1-2021,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)
"CCH TOP VN CO., LTD.",FINISHED GOODS,0101000020E61000008FC2F5285CAF5A40A01A2FDD24862540,134,"CCH TOP VN CO., LTD.",_,-,10.762,106.74,"Viet Nam, Coast",Saigon,441060-VNM.25_1-2021,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)
Gain Lucky (Vietnam) Limited,MATERIALS,0101000020E6100000266E15C440955A4042EC4CA1F34A2640,135,Gain Lucky (Vietnam) Limited,_,-,11.14639,106.332078,"Viet Nam, Coast",Saigon,441080-VNM.53_1-2021,4.452659764,4,Extremely High (>80%),2.513910154,2,Medium - High (25-50%),2.561941643,2,"Medium - High (7 in 100,000 to 3 in 10,000)",3.371990261,3,Medium - High (0.6-0.8)
"PHUC TAI TAY NINH CO., LTD",FINISHED GOODS,0101000020E6100000320395F1EF8B5A4079AF5A99F04B2740,136,"PHUC TAI TAY NINH CO., LTD",_,-,11.64832,106.18652,"Viet Nam, Coast",Saigon,441060-VNM.53_1-2021,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)
Sun Yuan Optical (Vietnam) Co. Ltd.,FINISHED GOODS,0101000020E61000006A8995D1C8A05A404D86E3F90C402540,137,Sun Yuan Optical (Vietnam) Co. Ltd.,_,-,10.625099,106.512257,"Viet Nam, Coast",Saigon,441080-VNM.39_1-2021,4.452659764,4,Extremely High (>80%),2.513910154,2,Medium - High (25-50%),2.561941643,2,"Medium - High (7 in 100,000 to 3 in 10,000)",3.371990261,3,Medium - High (0.6-0.8)
Viet Long Giang Garment Joint Stock Company ,FINISHED GOODS,0101000020E61000002827DA55486B5A40B4CA4C69FD352440,138,Viet Long Giang Garment Joint Stock Company ,_,-,10.105449,105.67629,Mekong,Delta,442100-VNM.12_1-2021,1.864040593,1,Low - Medium (10-20%),1.029894649,1,Low - Medium (5-25%),1.808037565,1,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",3.859483479,3,Medium - High (0.6-0.8)
"Green TG Co., Ltd",FINISHED GOODS,0101000020E610000031CEDF8442965A40BEBD6BD097F62440,139,"Green TG Co., Ltd",_,-,10.481627,106.34781,"Viet Nam, Coast",Saigon,441080-VNM.58_1-2021,4.452659764,4,Extremely High (>80%),2.513910154,2,Medium - High (25-50%),2.561941643,2,"Medium - High (7 in 100,000 to 3 in 10,000)",3.371990261,3,Medium - High (0.6-0.8)
Pou Chen Vietnam Enterprise Ltd.,FINISHED GOODS,0101000020E6100000C6DA84202CA35A40003F3E7CF4E33440,140,Pou Chen Vietnam Enterprise Ltd.,_,-,20.8904493,106.5495683,Hong (Red River),Cau,436707-VNM.23_1-1882,1.888423765,1,Low - Medium (10-20%),1.025047202,1,Low - Medium (5-25%),4.014458347,4,"Extremely High (more than 2 in 1,000)",2.543822176,2,Medium (0.4-0.6)
PRIME ASIA (VIETNAM),MATERIALS,0101000020E6100000DAC9E02879C55A4005C58F3177BD2440,141,PRIME ASIA (VIETNAM),_,-,10.37005,107.08552,"Viet Nam, Coast",Vietnam Coast 6,441059-VNM.7_1-None,1.054499597,1,Low - Medium (10-20%),0.670249605,0,Low (<5%),4.000495029,4,"Extremely High (more than 2 in 1,000)",2.810883013,2,Medium (0.4-0.6)
"DONA VICTOR FOOTWEAR CO., LTD",FINISHED GOODS,0101000020E6100000931804560EBD5A40174850FC18F32540,142,"DONA VICTOR FOOTWEAR CO., LTD",_,-,10.9748,106.954,"Viet Nam, Coast",Song Be Delta,441060-VNM.17_1-2008,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)
TKG TAEKWANG MOC BAI JOINT STOCK COMPANY,FINISHED GOODS,0101000020E6100000560E2DB29D875A405C8FC2F528BC2640,143,TKG TAEKWANG MOC BAI JOINT STOCK COMPANY,_,-,11.3675,106.119,"Viet Nam, Coast",Saigon,441080-VNM.53_1-2021,4.452659764,4,Extremely High (>80%),2.513910154,2,Medium - High (25-50%),2.561941643,2,"Medium - High (7 in 100,000 to 3 in 10,000)",3.371990261,3,Medium - High (0.6-0.8)
"Unipax Co., Ltd",FINISHED GOODS,0101000020E6100000F8DEDFA0BD115B40D124B1A4DC1D2C40,144,"Unipax Co., Ltd",_,-,14.058324,108.277199,"Viet Nam, Coast",Ia Ayun,441058-VNM.21_1-1626,1.019449456,1,Low - Medium (10-20%),0.620524519,0,Low (<5%),1.444160201,1,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",2.387824962,2,Medium (0.4-0.6)
"Dona Pacific (Vietnam) Co., Ltd.",FINISHED GOODS,0101000020E6100000A8195245F1BC5A40BB7D569929F52540,145,"Dona Pacific (Vietnam) Co., Ltd.",_,-,10.978833,106.952226,"Viet Nam, Coast",Song Be Delta,441060-VNM.17_1-2008,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)
Viet Tien Garment Corporation,FINISHED GOODS,0101000020E6100000448B6CE7FBA95A40C1A8A44E40932540,146,Viet Tien Garment Corporation,_,-,10.7876,106.656,"Viet Nam, Coast",Saigon,441060-VNM.25_1-2021,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)
COSMO-E-MART NON-WOVEN COMPANY LIMITED,MATERIALS,0101000020E610000072E14048169E5A409E245D33F9962540,147,COSMO-E-MART NON-WOVEN COMPANY LIMITED,_,-,10.79487,106.47011,"Viet Nam, Coast",Saigon,441080-VNM.39_1-2021,4.452659764,4,Extremely High (>80%),2.513910154,2,Medium - High (25-50%),2.561941643,2,"Medium - High (7 in 100,000 to 3 in 10,000)",3.371990261,3,Medium - High (0.6-0.8)
DONGJIN TEXTILE VINA,MATERIALS,0101000020E6100000F8DEDFA0BD115B40D124B1A4DC1D2C40,148,DONGJIN TEXTILE VINA,_,-,14.058324,108.277199,"Viet Nam, Coast",Ia Ayun,441058-VNM.21_1-1626,1.019449456,1,Low - Medium (10-20%),0.620524519,0,Low (<5%),1.444160201,1,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",2.387824962,2,Medium (0.4-0.6)
AURORA VIETNAM INDUSTRIAL FOOTWEAR CO. LTD,FINISHED GOODS,0101000020E6100000EF8FF7AA95A95A407C9BFEEC47EA3440,149,AURORA VIETNAM INDUSTRIAL FOOTWEAR CO. LTD,_,-,20.91516,106.64976,Hong (Red River),Cau,436707-VNM.23_1-1882,1.888423765,1,Low - Medium (10-20%),1.025047202,1,Low - Medium (5-25%),4.014458347,4,"Extremely High (more than 2 in 1,000)",2.543822176,2,Medium (0.4-0.6)
Far Eastern Apparel (Vietnam) Limited,FINISHED GOODS,0101000020E6100000AC1C5A643BAF5A40AC1C5A643BDF2540,150,Far Eastern Apparel (Vietnam) Limited,_,-,10.936,106.738,"Viet Nam, Coast",Saigon,441060-VNM.9_1-2021,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)
VIET NAM ARGENT OPTICAL LIMITED COMPANY,FINISHED GOODS,0101000020E6100000B18A37328F6C5A408D5DA27A6B503540,151,VIET NAM ARGENT OPTICAL LIMITED COMPANY,_,-,21.31414,105.69624,Hong (Red River),Cau,436708-VNM.62_1-1882,2.805803426,2,Medium - High (20-40%),1.407256582,1,Low - Medium (5-25%),4.010633967,4,"Extremely High (more than 2 in 1,000)",3.189063374,3,Medium - High (0.6-0.8)
Far Eastern New Apparel (Vietnam) Ltd (MDC),FINISHED GOODS,0101000020E6100000B39597FC4FB85A4023BDA8DDAFF22640,152,Far Eastern New Apparel (Vietnam) Ltd (MDC),_,-,11.473998,106.879882,"Viet Nam, Coast",Song Be,441060-VNM.10_1-2008,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)
"FASHION GARMENTS MEKONG CO., LTD",FINISHED GOODS,0101000020E6100000F5D6C05609585A403A3B191C256F2540,153,"FASHION GARMENTS MEKONG CO., LTD",_,-,10.71708,105.37557,Mekong,Delta,442100-VNM.18_1-2021,1.864040593,1,Low - Medium (10-20%),1.029894649,1,Low - Medium (5-25%),1.808037565,1,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",3.859483479,3,Medium - High (0.6-0.8)
PROMAX TEXTILE (VIETNAM) CO. LTD,MATERIALS,0101000020E6100000F8DEDFA0BD115B40D124B1A4DC1D2C40,154,PROMAX TEXTILE (VIETNAM) CO. LTD,_,-,14.058324,108.277199,"Viet Nam, Coast",Ia Ayun,441058-VNM.21_1-1626,1.019449456,1,Low - Medium (10-20%),0.620524519,0,Low (<5%),1.444160201,1,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",2.387824962,2,Medium (0.4-0.6)
"Viet Hong Garment Export Co., Ltd.",FINISHED GOODS,0101000020E6100000B515FBCBEEA55A400F62670A9D172440,155,"Viet Hong Garment Export Co., Ltd.",_,-,10.04612,106.5927,Mekong,Delta,441090-VNM.6_1-2021,1.864040593,1,Low - Medium (10-20%),1.029894649,1,Low - Medium (5-25%),4.031216344,4,"Extremely High (more than 2 in 1,000)",3.842421362,3,Medium - High (0.6-0.8)
VIETNAM JINTAI TEXTILE TECHNOLOGY COMPANY LIMITED,MATERIALS,0101000020E61000000BEF7211DFB15A403255302AA9232640,156,VIETNAM JINTAI TEXTILE TECHNOLOGY COMPANY LIMITED,_,-,11.06965,106.77924,"Viet Nam, Coast",Song Be Delta,441060-VNM.9_1-2008,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)
Longway Vietnam Company Limited,FINISHED GOODS,0101000020E610000021E527D53EA15A4018213CDA38C22540,157,Longway Vietnam Company Limited,_,-,10.87934,106.51946,"Viet Nam, Coast",Saigon,441060-VNM.39_1-2021,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)
TKG TAEKWANG CAN THO COMPANY LIMITED,FINISHED GOODS,0101000020E6100000378E588B4F735A40FC6F253B36F22340,158,TKG TAEKWANG CAN THO COMPANY LIMITED,_,-,9.97307,105.80173,Mekong,Delta,442100-VNM.12_1-2021,1.864040593,1,Low - Medium (10-20%),1.029894649,1,Low - Medium (5-25%),1.808037565,1,"Low - Medium (9 in 1,000,000 to 7 in 100,000)",3.859483479,3,Medium - High (0.6-0.8)
"QUANG VIET ENTERPRISE CO., LTD",FINISHED GOODS,0101000020E61000001C7C613255A05A40EDB60BCD75FA2540,159,"QUANG VIET ENTERPRISE CO., LTD",_,-,10.98918,106.5052,"Viet Nam, Coast",Saigon,441060-VNM.25_1-2021,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)
PROMAX TEXTILE (VIETNAM) CO. LTD.  (FTY 2),MATERIALS,0101000020E6100000C51D6FF25BBC5A4088855AD3BC6B2540,160,PROMAX TEXTILE (VIETNAM) CO. LTD.  (FTY 2),_,-,10.710425,106.943112,"Viet Nam, Coast",Vietnam Coast 6,441059-VNM.17_1-2021,1.054499597,1,Low - Medium (10-20%),0.670249605,0,Low (<5%),4.000495029,4,"Extremely High (more than 2 in 1,000)",2.810883013,2,Medium (0.4-0.6)
FAR EASTERN POLYTEX (VIETNAM) LTD,MATERIALS,0101000020E61000002992AF0452A65A404CA94BC6318A2640,161,FAR EASTERN POLYTEX (VIETNAM) LTD,_,-,11.269911,106.598756,"Viet Nam, Coast",Saigon,441060-VNM.9_1-2008,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)
"Ting Heng Co., Ltd",MATERIALS,0101000020E6100000F46C567DAE985A40CA4E3FA88BCC2540,162,"Ting Heng Co., Ltd",_,-,10.899503,106.38565,"Viet Nam, Coast",Saigon,441080-VNM.39_1-2021,4.452659764,4,Extremely High (>80%),2.513910154,2,Medium - High (25-50%),2.561941643,2,"Medium - High (7 in 100,000 to 3 in 10,000)",3.371990261,3,Medium - High (0.6-0.8)
EverTech Plastic Vietnam Company LTD Branch,FINISHED GOODS - COMPONENTS,0101000020E6100000344B02D4D4B25A407E350708E6382640,163,EverTech Plastic Vietnam Company LTD Branch,_,-,11.11113,106.79424,"Viet Nam, Coast",Song Be Delta,441060-VNM.9_1-2008,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)
"framas Korea Vina Co., Ltd",FINISHED GOODS - COMPONENTS,0101000020E6100000CBA0DAE044BB5A408F352383DCA52540,164,"framas Korea Vina Co., Ltd",_,-,10.823948,106.926079,"Viet Nam, Coast",Song Be Delta,441060-VNM.17_1-2021,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)
TONG HONG TANNERY CO LTD (VIETNAM),MATERIALS,0101000020E6100000836E2F698CC25A409CBF098508482540,165,TONG HONG TANNERY CO LTD (VIETNAM),_,-,10.64069,107.03982,"Viet Nam, Coast",Vietnam Coast 6,441059-VNM.7_1-2021,1.054499597,1,Low - Medium (10-20%),0.670249605,0,Low (<5%),4.000495029,4,"Extremely High (more than 2 in 1,000)",2.810883013,2,Medium (0.4-0.6)
GOLD LONG JOHN (VIETNAM),FINISHED GOODS - COMPONENTS,0101000020E61000001C7112946CB65A40F3C7B4368D612540,166,GOLD LONG JOHN (VIETNAM),_,-,10.6905305,106.8503771,"Viet Nam, Coast",Vietnam Coast 6,441059-VNM.17_1-2021,1.054499597,1,Low - Medium (10-20%),0.670249605,0,Low (<5%),4.000495029,4,"Extremely High (more than 2 in 1,000)",2.810883013,2,Medium (0.4-0.6)
VIRTUE KING VIETNAM COMPANY LIMITED,FINISHED GOODS,0101000020E6100000E1EEACDD76AF5A409CBF098508D82540,167,VIRTUE KING VIETNAM COMPANY LIMITED,_,-,10.92194,106.74163,"Viet Nam, Coast",Saigon,441060-VNM.9_1-2021,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)
"Vietnam ECI Elastic Co., Ltd",MATERIALS,0101000020E6100000D5B0DF13EBAA5A400C1F115322F92540,168,"Vietnam ECI Elastic Co., Ltd",_,-,10.98659,106.670598,"Viet Nam, Coast",Saigon,441060-VNM.9_1-2021,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)
"DAEWON CHEMICAL VINA CO., LTD.",MATERIALS,0101000020E610000005FA449E24BB5A404417D4B7CC992540,169,"DAEWON CHEMICAL VINA CO., LTD.",_,-,10.80039,106.92411,"Viet Nam, Coast",Song Be Delta,441060-VNM.17_1-2021,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)
"Vietnam Dona Standard Footwear Co., Ltd",FINISHED GOODS,0101000020E61000002A37514B73DA5A40B5705985CDD02540,170,"Vietnam Dona Standard Footwear Co., Ltd",_,-,10.907818,107.413287,"Viet Nam, Coast",Vietnam Coast 6,441059-VNM.17_1-1626,1.054499597,1,Low - Medium (10-20%),0.670249605,0,Low (<5%),4.000495029,4,"Extremely High (more than 2 in 1,000)",2.810883013,2,Medium (0.4-0.6)
,,0101000020E6100000560F98874CD85A401BDA006C40943040,4,BLAO SPORT COMPANY LIMITED,_,-,16.579108,107.379671,"Viet Nam, Coast",Vietnam Coast 2,441053-VNM.54_1-1882,1.897168508,1,Low - Medium (10-20%),1.036469531,1,Low - Medium (5-25%),4.002309761,4,"Extremely High (more than 2 in 1,000)",2.826426755,2,Medium (0.4-0.6)
,,0101000020E6100000F3CCCB61F7AD5A409D83674293EC2540,90,"LEE BOU INTERNATIONAL BINH DUONG INTL. CO., LTD",_,-,10.962061,106.718224,"Viet Nam, Coast",Saigon,441060-VNM.9_1-2021,1.69615882,1,Low - Medium (10-20%),1.143929498,1,Low - Medium (5-25%),3.025974392,3,"High (3 in 10,000 to 2 in 1,000)",2.167585356,2,Medium (0.4-0.6)